/第四章,单选题,社会主义核心价值观集中体现（）的本质属性，代表全体人民共同的价值追求。,B,易,,4,资本主义,社会主义,功利主义,个人主义,,,
/第四章,单选题,马克思说：“随着每一次社会秩序的巨大历史变革，人们的观点和观念也会发生变革。”这说明价值观具有（）。,B,中,,4,阶级性,时代性,永恒性,抽象性,,,
/第四章,多选题,人们的社会存在和社会生活是（），是属于一定时代的，反映社会存在和社会生活的价值观总是表现出鲜明的时代特点。,AB,易,,4,具体的,现实的,抽象的,一成不变的,,,
/第四章,单选题,以下关于价值观时代性的表述中，不正确的是（）。,D,中,,4,回应着特殊的时代性问题,表现一定时代人们的需要和利益诉求,反映着特定的时代精神,抽象的、超历史的、一成不变的价值观是存在的,,,
/第四章,判断题,抽象的、超历史的、一成不变的价值观是存在的。,B,中,,2,正确,错误,,,,,
/第四章,单选题,价值观的（）体现着一个民族区别于其他民族的精神气质。,D,易,,4,时代性,现实性,具体性,民族性,,,
/第四章,多选题,不同阶级由于其（）不同而有着不同的价值观。,AB,易,,4,阶级地位,经济利益,生命价值,思考能力,,,
/第四章,填空题,在阶级社会里，占统治地位的价值观都是（）的价值观，为其统治和利益辩护。,,中,,1,统治阶级,,,,,,
/第四章,判断题,被统治阶级自身是没有价值观的。,B,中,,2,正确,错误,,,,,
/第四章,多选题,以下关于核心价值观的表述中，正确的是（）。,ABCD,中,,4,核心价值观是一定社会形态、社会性质的集中体现,在一个社会的思想观念体系中处于主导地位,体现着社会制度的阶级属性、社会运行的基本原则和社会发展的基本方向,核心价值观作用于经济社会生活的各个方面,,,
/第四章,判断题,核心价值观是一个民族赖以维系的精神纽带，是一个国家共同的思想道德基础。,A,易,,2,正确,错误,,,,,
/第四章,判断题,世界上各种文化之争，本质上是价值观念之争，也是人心之争、意识形态之争。,A,难,,2,正确,错误,,,,,
/第四章,多选题,社会主义核心价值体系的内容包括（）。,ABCD,中,,4,马克思主义指导思想,中国特色社会主义共同理想,以爱国主义为核心的民族精神和以改革创新为核心的时代精神,社会主义荣辱观,,,
/第四章,判断题,社会主义核心价值观是社会主义核心价值体系的精神内核。,A,易,,2,正确,错误,,,,,
/第四章,填空题,社会主义核心价值观体现了（）的根本性质和基本特征。,,难,,1,社会主义核心价值体系,,,,,,
/第四章,多选题,关于社会主义核心价值观和社会主义核心价值体系的关系，理解正确的有（）。,ABCD,中,,4,两者紧密联系、互为依存、相辅相成,具有内在的一致性,都体现了社会主义意识形态的本质要求,体现了社会主义制度在思想和精神层面的质的规定性,,,
/第四章,单选题,社会主义核心价值观体现了（）的本质要求。,C,中,,4,资本主义,奴隶主义,社会主义,封建主义,,,
/第四章,单选题,富强、民主、文明、和谐从（）标注了社会主义核心价值观的时代刻度。,A,中,,4,国家层面,社会层面,公民层面,全球层面,,,
/第四章,填空题,（）是促进社会进步、人的自由全面发展的物质基础，体现了马克思主义唯物史观生产力标准的根本要求。,,中,,1,富强,,,,,,
/第四章,填空题,民主是社会主义民主，是（）当家作主，不是由别人作主，也不是少数人作主。,,中,,1,人民,,,,,,
/第四章,判断题,人民民主是人民群众创造历史的集中体现。,A,难,,2,正确,错误,,,,,
/第四章,多选题,社会主义核心价值观倡导的民主是（）。,ABCD,中,,4,真实的民主,广泛的民主,高效的民主,丰富的民主,,,
/第四章,多选题,和谐的中国是（）相统一的社会主义国家。,ABCD,易,,4,民主与法治,公平与效率,活力与秩序,人与自然,,,
/第四章,单选题,关于社会主义核心价值观所倡导的平等，下列理解中不正确的是（）。,B,易,,4,兼顾效率与公平,不患寡而患不均,政治上平等参与,经济上共同富裕,,,
