/第四章,单选题,（）取得胜利，社会主义从理论变为现实，打破了资本主义一统天下的世界格局。,B,,易,,4,1848年欧洲革命,俄国十月革命,巴黎公社,法国大革命
/第四章,单选题,（）一声炮响，为中国送来了马克思列宁主义，给苦苦探寻救亡图存出路的中国人民指明了前进方向、提供了全新选择。,C,,易,,4,巴黎公社,法国大革命,俄国十月革命,宪章运动
/第四章,判断题,新文化运动是从1915年9月陈独秀在上海创办《青年杂志》开始的。,A,,易,,2,正确,错误,,
/第四章,单选题,1917年1月，（）出任北京大学校长，并聘请陈独秀为北大文科学长。,B,,易,,4,顾颉刚,蔡元培,梁漱溟,陈寅恪
/第四章,单选题,《新青年》的主要撰稿人不包括（）。,B,,易,,4,李大钊,辜鸿铭,胡适,鲁迅
/第四章,多选题,新文化运动的主要阵地有（）。,AD,,难,,4,《新青年》杂志,《曙光》杂志,燕京大学,北京大学
/第四章,多选题,新文化运动的基本口号是拥护、提倡（）。,AD,,中,,4,民主,革新,传承,科学
/第四章,多选题,新文化运动的倡导者以（）为主要武器，猛烈抨击以孔子为代表的“往圣先贤”。,BC,,中,,4,存天理灭人欲,进化论观点,个性解放思想,尊君、修德
/第四章,多选题,新文化运动的倡导者大力提倡（）。,ABC,,中,,4,新道德,新文学,白话文,孔学
/第四章,判断题,对孔学的批判动摇了封建正统思想的统治地位。,A,,易,,2,正确,错误,,
/第四章,填空题,新文化运动的倡导者提倡（）、反对专制，提倡科学、反对迷信盲从。,A,,中,,1,民主,,,
/第四章,判断题,提倡资产阶级民主主义，的确为人们提供了一种有效的思想武器，来对中国社会进行改造。,B,,中,,2,正确,错误,,
/第四章,单选题,（）推翻了资产阶级临时政府，建立起由马克思主义政党领导的第一个社会主义国家，这昭示人们，资本主义制度并不是永恒的，无产阶级和其他劳动群众一旦觉醒起来、组织起来，完全可以依靠自身的力量创造出维护绝大多数人利益的崭新社会制度。,B,,易,,4,1848年欧洲革命,俄国十月革命,巴黎公社,法国大革命
/第四章,单选题,在中国大地上率先举起马克思主义旗帜的是（）。,A,,易,,4,李大钊,毛泽东,陈独秀,董必武
/第四章,多选题,从1918年7月起，李大钊先后发表文章（），指出“将来的环球，必是赤旗的世界”。,BCD,,难,,4,《马克思主义》,《法俄革命之比较观》,《庶民的胜利》,《Bolshevism的胜利》
/第四章,单选题,1919年9月、11月，（）发表《我的马克思主义观》一文，比较系统地介绍了马克思主义理论。,A,,易,,4,李大钊,陈独秀,毛泽东,周恩来
/第四章,判断题,《庶民的胜利》一文的发表，标志着马克思主义在中国进入比较系统的传播阶段。,B,《我的马克思主义观》,难,,2,正确,错误,,
/第四章,判断题,李大钊是从爱国的立场出发，从民主主义者转变为共产主义者的。,A,,易,,2,正确,错误,,
/第四章,判断题,在第一次世界大战期间，中国的资本主义经济得到了迅速的发展。,A,,易,,2,正确,错误,,
/第四章,判断题,具有初步共产主义思想的知识分子，为五四运动准备了最初的群众队伍和骨干力量。,A,,易,,2,正确,错误,,
/第四章,判断题,五四运动的直接导火线，是巴黎和会上中国外交的失败。,A,,易,,2,正确,错误,,
/第四章,单选题,五四运动开始时，英勇地出现在斗争前面的是（）。,B,,易,,4,农民,学生,商人,工人
/第四章,单选题,巴黎和会规定德国应将在中国山东获得的一切特权转交给（），消息传回国内，激起了各阶层人民的强烈愤怒。,B,,易,,4,法国,日本,美国,英国
/第四章,单选题,（）年5月4日，北京大学等北京十几所学校的学生冲破反动军警的阻拦，在天安门前集会，高呼“中国的土地可以征服而不可以断送！中国的人民可以杀戮而不可以低头！国亡了！同胞起来呀！”,B,,中,,4,1912,1919,1921,1929
/第四章,单选题,五四运动的口号不包括（）。,A,,易,,4,“停止内战，一致对外”,“外争主权、内除国贼”,“取消二十一条”,“还我青岛”
/第四章,单选题,五四运动时期，中国（）开始以独立的姿态登上政治舞台。,C,,易,,4,小资产阶级知识分子,封建军阀势力,工人阶级,农民阶级
/第四章,多选题,五四运动后期，迫于人民群众的压力，北洋政府不得不释放被捕学生，罢免亲日派官僚（）。,ACD ,,难,,4,曹汝霖,唐绍仪,章宗祥,陆宗舆
/第四章,多选题,五四运动突破了知识分子的狭小范围，成为有（）参加的全国规模的革命运动。,BCD,,中,,4,买办阶级,工人阶级,小资产阶级,民族资产阶级
/第四章,判断题,五四运动后期，斗争的主力由工人转向了学生，运动的中心由上海转到了北京。,B,,中,,2,正确,错误,,
/第四章,判断题,五四运动的直接斗争目标并没有得以实现。,B,,中,,2,正确,错误,,
/第四章,填空题,（）是中国旧民主主义革命走向新民主主义革命的转折点。,A,,中,,1,五四运动,,,
/第四章,多选题,五四运动孕育了以（）为主要内容的伟大五四精神。,ABCD,,易,,4,爱国,进步,民主,科学
/第四章,单选题,（）实现了中国人民和中华民族自鸦片战争以来的第一次全面觉醒。,C,,易,,4,辛亥革命,新文化运动,五四运动,大革命
/第四章,判断题,五四精神的核心是爱国主义。,A,,易,,2,正确,错误,,
/第四章,单选题,（）前夕，中国产业工人已达200万人左右。此时的群众基础比以往革命斗争的群众基础更加广泛。,C,,中,,4,辛亥革命,护国运动,五四运动,大革命
/第四章,多选题,五四运动是在（）的时代条件和社会历史条件下发生的。,BCD,,中,,4,中国人普遍认同马克思主义,新的社会力量的成长、壮大,新文化运动掀起的思想解放的潮流,俄国十月革命对中国的影响
/第四章,单选题,（）标志着中国青年成为推动中国社会变革的急先锋。,C,,中,,4,辛亥革命,新文化运动,五四运动,大革命
/第四章,判断题,五四运动改变了以往只有觉悟的革命者而缺少觉醒的人民大众的斗争状况，实现了中国人民和中华民族自鸦片战争以来的第一次全面觉醒。,A,,中,,2,正确,错误,,
/第四章,单选题,“中国青年发现了自己的力量，中国人民和中华民族发现了自己的力量。……必须依靠自己的英勇奋斗来实现，没有人会恩赐给我们一个光明的中国。”这指的是（）。,C,,中,,4,辛亥革命,新文化运动,五四运动,大革命
/第四章,单选题,中国早期信仰马克思主义的人物，不包括（）。,C,,中,,4,新文化运动的精神领袖,五四爱国运动的左翼骨干,北洋政府的核心官员,原中国同盟会会员、辛亥革命时期的活动家
/第四章,单选题,（）后，社会主义思潮在中国蓬勃兴起，马克思主义开始在知识界广泛传播。,C,,中,,4,辛亥革命,新文化运动,五四运动,大革命
/第四章,单选题,在中国早期的马克思主义思想运动中，（）起着主要作用。,B,,易,,4,吴玉章,李大钊,梁启超,杨匏安
/第四章,单选题,1919年11月、12月，杨匏安发表（）一文，对马克思主义的基本内容，包括唯物史观、剩余价值理论和阶级斗争学说等，作了比较确切的阐述。,A,,难,,4,《马克思主义》,《法俄革命之比较观》,《庶民的胜利》,《Bolshevism的胜利》
/第四章,单选题,（）“猛看猛译”马克思主义书籍，供自己和他人阅读，成为中国留法学生中的马克思主义者。,A,,易,,4,蔡和森,鲁迅,陈望道,竺可桢
/第四章,单选题,天津学生领袖（）说，自己到欧洲以后，“对于一切主义开始推求比较”，到1921年秋，终于“定妥了我的目标”即共产主义。,D,,中,,4,李汉俊,蔡和森,陈望道,周恩来
/第四章,多选题,（）是原中国同盟会会员、辛亥革命时期的活动家，后来成为早期马克思主义者。,ABC,,中,,4,董必武,吴玉章,林伯渠,胡适
/第四章,多选题,中国早期马克思主义者的队伍中，（）属于先驱者和擎旗人，毛泽东等五四运动的左翼骨干则是其主体部分。,AC,,中,,4,李大钊,蔡元培,陈独秀,杨昌济
/第四章,多选题,早期马克思主义思想运动具有（）特点。,BCD,,中,,4,以农民阶级为主要的倡导者、发起者,重视对马克思主义基本理论的学习，明确地同第二国际的社会民主主义划清界限,注意从中国的实际出发，学习、运用马克思主义,开始提出知识分子应当同劳动群众相结合的思想
/第四章,单选题,“中国人在精神上就由被动转入主动”是指（）。,C,,易,,4,民主共和的观念深入人心,中国人接受了资产阶级民主主义,中国人学会了马克思列宁主义,五四运动传播了新思想新文化新知识
/第四章,多选题,最早酝酿在中国建立共产党的是（）。,AB,,中,,4,陈独秀,李大钊,董必武,林伯渠
/第四章,单选题,1920年3月，（）在北京大学组织成立马克思学说研究会，是中国最早学习和研究马克思主义的团体。,C,,易,,4,蔡和森,瞿秋白,李大钊,陈独秀
/第四章,单选题,中国工人阶级政党最早的组织，是在中国工人阶级最密集的中心城市（）建立的。,A,,易,,4,上海,广州,武汉,南京
/第四章,填空题,1920年8月，共产党早期组织在上海《新青年》编辑部成立，（）任书记。,A,,中,,1,陈独秀,,,
/第四章,判断题,在上海成立的共产党早期组织，实际上是中国共产党的发起组织。,A,,易,,2,正确,错误,,
/第四章,多选题,中国共产党早期组织成立后，着重进行了（）工作，促进了马克思列宁主义的传播及其与中国工人运动的结合。,ABC,,难,,4,研究和宣传马克思主义，研究中国实际问题,到工人中去进行宣传和组织工作,进行关于建党问题的讨论和实际组织工作,大力发动工农群众开展革命斗争
/第四章,多选题,共产党早期组织的成员在（）等报刊上发表文章，宣传马克思主义和俄国革命的经验。,BCD,,中,,4,《新民丛报》,《新青年》杂志,《共产党》月刊,《民国日报》
/第四章,单选题,1920年8月，（）翻译的《共产党宣言》中文全译本公开出版。这是《共产党宣言》第一个中文全译本。,C,,易,,4,李汉俊,蔡和森,陈望道,周恩来
/第四章,单选题,（）在潜心翻译《共产党宣言》中文版时，把粽子蘸着墨汁吃掉却浑然不觉，还说：“真理的味道非常甜”。这彰显了中国共产主义者对马克思主义救国真理的渴求，对共产主义理想的坚定信念。,B,,易,,4,瞿秋白,陈望道,周恩来,蔡和森
/第四章,判断题,共产党早期组织成员同反马克思主义的思想流派进行斗争，目的在于扩大马克思主义的思想阵地。,A,,易,,2,正确,错误,,
/第四章,多选题,各地共产党早期组织创办了一批专门供工人阅读的进行马克思主义启蒙教育的刊物，如（）。,ABCD,,易,,4,《劳动界》,《劳动音》,《工人月刊》,《济南劳动月刊》
/第四章,单选题,上海党的早期组织成员（）改名换服，到厚生铁工厂做工，学习工人的语言，从事工人的劳动，力求与工人打成一片。,C,,难,,4,沈泽民,杨明斋,俞秀松,李启汉
/第四章,单选题,在共产党早期组织领导下，1920年8月，（）成立。,B,,难,,4,共产主义儿童团,上海社会主义青年团,少年先锋队,中华全国妇女联合会
/第四章,多选题,1920年，（）相继成立了团组织。各地团组织通过引导青年学习马克思主义，参加实际斗争，为党造就了一批后备力量。,ABCD,,中,,4,北京,广州,长沙,武昌
/第四章,单选题,中国共产党第一次全国代表大会于（）年7月23日在上海法租界望志路106号举行。,C,,易,,4,1919,1920,1921,1924
/第四章,单选题,参加中国共产党第一次全国代表大会的代表，代表了全国（）名党员。,B,,难,,4,30余,50余,80余,100余
/第四章,单选题,由于会场受到暗探注意和法租界巡捕房搜查，中国共产党第一次全国代表大会最后一天的会议转移到（）的游船上举行。,B,,易,,4,无锡太湖,嘉兴南湖,苏州澄湖,苏州淀湖
/第四章,多选题,中国共产党一经成立，就旗帜鲜明地把（）规定为自己的奋斗目标，坚持用革命的手段实现这个目标。,BC,,中,,4,资本主义,社会主义,共产主义,封建主义
/第四章,判断题,中国共产党从一开始就坚持以马克思主义为行动指南。,A,,易,,2,正确,错误,,
/第四章,填空题,中国共产党自成立之时，就把为中国人民谋幸福、为中华民族谋（）确立为自已的初心使命。,A,,中,,1,复兴,,,
/第四章,判断题,近代以后中国人民的反帝反封建斗争之所以屡遭挫折和失败，最重要的原因就是没有先进的坚强的政党作为凝聚力量的领导核心。,A,,易,,2,正确,错误,,
/第四章,多选题,中国工人阶级身受（）的三重压迫，具有坚强的革命性。,ABC,,中,,4,帝国主义,本国资产阶级,封建势力,民主主义
/第四章,判断题,中国共产党刚刚成立之时，最重要的任务是学习运用科学理论来观察和分析中国面对的实际问题。 ,A,,易,,2,正确,错误,,
/第四章,单选题,中国共产党第二次全国代表大会于（）在上海举行。,B,,易,,4,1921年7月,1922年7月,1923年6月,1925年1月
/第四章,多选题,中共二大的会议内容包括（）。,ABC,,难,,4,分析了中国社会经济政治状况,揭示出中国社会的半殖民地半封建性质,指出党的最高纲领是实现社会主义、共产主义,通过了中国共产党第一个纲领
/第四章,多选题,中国共产党第二次全国代表大会指出党在现阶段的纲领，即最低纲领是（）。,ABD,,中,,4,打倒军阀,推翻国际帝国主义的压迫,实现共产主义,统一中国为真正民主共和国
/第四章,多选题,在中国共产党的领导、组织和推动下，从1922年1月到1923年2月的13个月中，全国发生了（）等100余次罢工，掀起了中国工人运动的第一个高潮。,ACD ,,中,,4,香港海员罢工,废除“二十一条”反日大游行,京汉铁路工人罢工,安源路矿工人罢工
/第四章,多选题,在中国共产党的领导、组织工人斗争中涌现出（）等一批优秀人物，他们先后加入党组织，成为重要领导骨干。,AB,,中,,4,苏兆征,项英,彭湃,夏明翰
/第四章,单选题,1921年9月，（）成立了中国第一个农民协会，开展反抗地主压迫的斗争。,B,,易,,4,四川万县,浙江萧山县,湖南韶山县,江西井冈山
