/绪论,判断题,新时代是我们理解当前所处历史方位的关键词。,A,易,,2,正确,错误,,,,,
/绪论,多选题,大学生应坚定中国特色社会主义的（）。,ABCD,易,,4,道路自信,理论自信,制度自信,文化自信,,,
/绪论,多选题,大学生的担当精神体现为（）。,ABCD,易,,4,奉献祖国,服务人民,尽心尽力,勇于担责,,,
/绪论,判断题,思想道德和法律都是上层建筑的重要组成部分，共同服务于一定的经济基础。,A,易,,2,正确,错误,,,,,
/绪论,多选题,关于思想道德和法律两者的关系，描述正确的是（）。,ABD,中,,4,社会主义思想道德建设和法治建设紧密联系，相互补充、相互促进,思想道德建设为法治建设提供思想指引和价值基础,两者在调节领域上相同，在调节方式和调节目标上不同,法治建设为思想道德建设提供制度支撑和法律保障,,,
/绪论,多选题,“学如弓弩，才如箭镞。识以领之，方能中鹄。”大学生既要惜时如金、孜孜不倦，又要突出主干、择其精要；（）。,ABCD,中,,4,既打牢扎实基础，又及时更新知识,既刻苦钻研理论，又积极掌握技能,既向书本学，又向实践学、向群众学,既立足优秀传统，又面向时代前沿,,,
/绪论,判断题,法律必须转化为人们内心自觉，才能真正为人们所遵行。,A,中,,2,正确,错误,,,,,
/绪论,填空题,站在新的奋斗起点，我们比历史上任何时期都更接近（）的目标，比历史上任何时期都更有信心、有能力实现这个目标。,,难,,1,中华民族伟大复兴;民族复兴,,,,,,
/第一章,单选题,关于个人与社会的关系表述中，不正确的是（）。,C,易,,4,个人与社会对立统一，相互依存、相互制约、相互促进,个人与社会的关系最根本的是个人利益与社会利益的关系,个人与社会相互独立，个人脱离社会也能生活下去,人的社会性决定了人只有在推动社会进步的过程中，才能实现自我的发展,,,
/第一章,单选题,（）是人们在社会实践中关于自身行为的根本指向和人生追求。,B,易,,4,人生经验,人生目的,人生道路,人生教训,,,
/第一章,单选题,人生目的是对（）这一人生问题的认识和回答。,A,易,,4,人为什么活着,人应当如何活着,什么样的人生才有价值,人应该怎样对待生活,,,
/第一章,单选题,（）是人生观的核心，在人生实践中具有重要作用。,C,易,,4,人生价值,人生态度,人生目的,人生道路,,,
/第一章,单选题,一个人有什么样的人生观就会有什么样的人生态度，人生态度主要回答的问题是（）。,D,中,,4,人为什么活着,世界的本原是什么,什么样的人生才有意义,人应当如何活着,,,
/第一章,单选题,人生价值是自我价值和社会价值的统一，人生的自我价值是（）。,B,难,,4,社会对个人的尊重和满足,个体的人生活动对自己的生存和发展所具有的价值,国家对个人的积极评价,个人通过劳动、创造为社会和人民所做的贡献,,,
/第一章,多选题,人生目的在人生实践中具有重要作用，具体指的是（）。,ACD,易,,4,人生目的决定人生道路,人生目的决定人生成就,人生目的决定人生态度,人生目的决定人生价值选择,,,
/第一章,判断题,人生的自我价值主要表现为对自身物质和精神需要的满足程度。,A,难,,2,正确,错误,,,,,
/第一章,判断题,人和人类社会是自然界长期发展的产物，人的一切认识都来自实践，并在实践中不断发展。,A,难,,2,正确,错误,,,,,
/第一章,填空题,正确的人生目的会使人懂得人生的价值首先在于（），从而在工作中尽心、尽力、尽责；错误的人生目的则会使人把人生价值理解为向社会或他人进行索取。,,中,,1,奉献,,,,,,
